hammer,7.6812,7.6941,1.7488,5.1574,-7.0608,-0.7591,1.0450,-0.1794,-0.8169,6.8502,-0.6721,-7.7421,-2.9441,-5.1596,4.7346,2.2174,6.7500,1.7128,-5.4640,-9.3626,-1.7005,-7.4311,-3.4609,10.0812,-7.2167,-3.7326,-8.1624,-5.5707,9.7404,7.9105,-11.4079,4.1628,0.1125,0.8373,-7.0991,-0.6261,4.1918,-8.7373,-7.9784,-3.3444,5.9179,-1.9375,0.7198,-5.3779,-2.0344,1.4556,-7.3318,0.7729,-6.5144,4.0968
hammer,4.6311,10.8078,1.9501,4.4769,-4.0748,2.6230,0.6096,4.8621,1.9999,4.9605,-1.2320,-5.0053,-0.4680,-4.4320,1.4375,3.1127,7.8090,5.1634,-1.4056,-11.5740,-2.3063,-5.3843,-0.2201,8.3940,-1.8650,-3.1470,-6.3055,-6.6829,9.6681,7.0787,-12.3011,3.7686,-2.0656,2.5333,-1.8489,2.4318,5.2435,-7.5886,-9.0498,-2.7717,4.2451,-3.0874,2.8861,-6.5047,-1.8724,0.3011,-6.3755,1.9283,-4.3955,2.1902
hammer,5.2420,11.8594,4.8284,5.8070,-11.1233,4.1017,5.7833,3.8733,-0.9838,6.9449,-1.1393,-14.5395,-5.6329,-5.4329,2.6233,5.2587,8.4239,3.3315,-7.3506,-19.3169,-4.4667,-11.4637,-1.2565,17.6316,-4.3217,-6.1564,-9.5601,-10.7205,18.7283,10.3770,-19.1180,7.8178,-2.4821,2.8357,-9.6391,4.4875,9.2376,-12.7975,-14.9502,-4.2329,8.7256,-7.4784,4.8641,-10.7583,-9.3551,-5.3582,-9.9813,0.0588,-9.6154,5.6162
mouse,8.5152,1.9528,-5.2331,7.0665,-2.6111,-6.1813,2.5322,-3.1263,0.4739,5.5089,3.1229,-4.0583,0.0048,-4.8389,5.7449,-3.5723,8.2980,-2.8853,-4.6601,-4.4253,-0.4806,-4.1783,-1.7748,7.2243,-4.9863,-2.8309,-5.4771,-2.2936,5.0944,5.7585,-5.2612,4.1077,0.1664,-0.6209,-4.1647,-3.0997,3.1802,-6.0906,-4.1756,-1.5974,2.0737,2.7604,-1.1682,-3.4485,-0.6743,1.7995,-5.5486,1.0044,-5.0989,2.4526
mouse,1.5063,-2.1197,-4.0468,0.9568,2.1922,-4.5209,2.7427,-2.2430,-0.5661,2.1999,3.6946,2.2621,0.9222,-0.9506,2.4182,-2.8317,2.2493,-2.3464,-0.5723,4.6724,-0.7846,0.5751,-1.2455,0.3387,-1.8743,0.0755,2.3505,2.4059,-1.1817,-0.2186,3.8341,1.3284,0.1883,0.1151,1.4866,-2.9503,-0.2094,1.4433,4.2105,-0.7576,0.0552,2.7014,-0.8011,1.4277,0.0433,-1.4183,0.3243,-0.7842,0.0880,1.5102
mouse,0.7659,-3.2449,-4.4383,0.0405,1.8080,-4.8357,1.5354,-3.9506,-0.5567,1.7946,3.9039,4.2314,1.6693,-1.0720,1.9621,-3.0970,0.7861,-2.5955,-0.7131,6.5713,-0.7973,3.1376,-1.5260,-0.6652,-1.5282,0.7148,1.7090,3.7595,-2.0395,-1.2585,6.2134,2.4658,0.8008,-1.9274,0.2825,-3.4709,-0.2127,2.0625,5.6169,0.3231,-0.5911,2.9176,-2.5418,1.8523,2.1076,-0.9973,2.0382,-0.6014,0.7660,1.9009
mouse,5.2413,-2.2120,-6.0786,5.5505,0.3576,-6.6718,3.6884,-4.6079,-0.8870,2.7357,4.0675,-3.1024,-1.3221,-1.3972,5.8120,-4.3155,4.5421,-5.1817,-4.7821,1.9679,0.3949,-1.4351,-2.5165,5.6854,-4.0109,-0.2247,0.0217,1.0197,2.6644,4.5920,-0.1689,1.5075,2.3009,0.2267,-2.2279,-3.2917,2.1094,-1.0661,-0.0229,-2.3868,1.6090,2.8063,-2.0321,0.1477,-0.9735,1.1376,-3.0300,-2.3126,-3.5719,0.8992
mouse,-1.1481,-1.3177,0.1428,0.8740,0.5150,-1.8649,1.8273,-2.5339,0.3710,0.3655,3.4986,1.2553,1.2314,-0.3876,-1.6395,-1.0842,0.1517,-0.6049,0.3754,2.3598,-2.3129,1.4093,0.1825,-0.3643,1.5866,-0.0707,0.2318,1.3972,-0.6421,-2.1870,3.0125,2.0093,-0.9719,-1.0538,0.4695,-1.1700,-1.1109,2.0961,2.0172,3.0138,-1.2428,1.6609,-1.1458,-1.6023,2.4391,-2.2351,-0.0276,0.9187,0.1352,-0.4115
wallet,12.8101,2.8347,-3.4885,18.4184,-14.2532,-9.9556,9.5905,-9.7350,1.2757,11.9283,2.6701,-15.6527,-5.3737,-8.2915,7.1929,-2.3078,16.0230,-6.5226,-12.9814,-12.6964,-1.5150,-17.8475,-9.9613,19.4883,-14.0090,-5.1420,-8.4034,-5.9741,10.9388,14.5068,-14.9646,8.6997,0.3111,-0.3800,-12.8128,-2.0107,6.6952,-8.4581,-10.0147,-3.7658,6.5439,1.0232,-1.6467,-13.5562,-6.7640,-7.4592,-12.9509,-3.4786,-10.8872,4.0194
wallet,3.3204,3.0012,-0.6164,8.7326,-5.8412,-2.5700,6.7132,-3.3496,1.7411,4.5236,0.5950,-6.7077,-2.5057,-2.8934,1.1616,-0.6101,7.3041,-0.3184,-5.7852,-7.9075,-4.3129,-6.4559,-3.5489,10.7613,-4.2440,-3.2588,-5.1779,-4.2540,6.9557,5.7372,-7.6386,6.4113,-0.5665,1.2808,-6.1553,0.1141,3.1298,-5.9269,-6.4742,0.7928,3.6911,-1.1380,0.5999,-7.4882,-2.4028,-7.7118,-6.4028,-0.2674,-5.8008,3.0834
wallet,0.2656,-0.2750,-1.8716,2.6655,-1.5217,-2.6057,3.4137,-1.6369,0.7674,2.5856,2.5262,-1.3529,0.1808,-1.1379,0.0152,-1.2865,2.4877,-0.6878,-1.4781,-0.3595,-1.8504,-1.5625,-0.3852,3.5828,-2.4680,-0.0355,-0.1702,-0.3761,1.1150,0.4968,-0.3943,3.3873,0.1823,-0.1373,-0.5094,-1.2925,1.6330,0.5555,0.3264,0.0366,-0.0049,0.8240,-0.6570,-2.7744,-1.3064,-2.5821,-2.0812,0.2354,-1.3249,0.6356
book,6.2414,6.7196,-0.5668,6.0621,-19.1900,-1.2721,12.9419,-5.7097,-5.9167,7.7537,4.6635,-30.6263,-21.6760,0.1444,6.4908,-1.5718,9.0590,-7.7603,-19.9417,-21.3236,0.5835,-24.7291,-7.2728,31.5280,-10.4638,-4.4445,-15.4578,-14.9639,24.5467,24.1096,-22.6657,11.8897,0.2953,4.1835,-14.4811,4.9140,15.2251,-12.8214,-19.1063,-11.8334,8.7890,-15.9458,0.8699,-19.7566,-22.1106,-8.0853,-11.9484,-10.2539,-19.5884,12.1888
book,8.3071,3.8859,-3.4754,11.1109,-12.9098,-6.2422,9.9606,-7.1306,-0.7421,9.2502,3.3451,-20.2679,-12.3393,-4.1466,7.4192,-2.0035,9.9430,-8.0498,-13.6473,-14.5379,0.0426,-18.7767,-7.4076,21.8588,-10.4591,-4.4973,-9.3765,-8.5380,13.6600,15.0023,-15.3949,5.9529,1.5275,0.8076,-9.6989,1.0033,8.4937,-8.4066,-12.5623,-8.8519,6.4323,-4.5366,0.6222,-11.8425,-12.5410,-5.8063,-13.3544,-6.4050,-11.1385,6.2626
book,2.9569,0.8036,-2.4320,6.1399,-8.3965,-3.6337,8.6297,-4.5128,0.8226,6.5579,3.0588,-12.2219,-7.9098,-1.4718,3.2010,-2.4786,6.0901,-4.1365,-8.6202,-10.0139,-1.3574,-10.5548,-3.9462,13.5395,-3.9827,-2.5750,-4.3154,-5.5740,7.3571,8.7667,-9.5320,6.0415,0.2521,1.7185,-4.0794,1.4937,6.1866,-4.1845,-9.0304,-3.6152,4.4826,-2.9801,0.3980,-7.6538,-7.1849,-5.9643,-6.3323,-4.3971,-6.5328,3.3574
book,0.8741,2.0759,-1.8536,4.5791,-9.7877,-2.4789,10.8782,-3.7442,-0.3768,5.9901,2.1038,-14.0259,-11.5347,0.9722,2.3468,-1.4517,5.8028,-4.6954,-8.4708,-12.8108,-3.6959,-13.4129,-2.7080,16.7909,-4.5872,-2.5073,-5.8441,-6.3401,10.5551,11.6423,-9.8002,5.4122,0.0910,3.4818,-4.5140,2.6438,7.1256,-5.3404,-9.6569,-5.4671,6.3106,-5.5703,1.1873,-10.9664,-10.7565,-8.7365,-7.3003,-5.1399,-7.8284,5.1715
book,-1.2319,1.8072,1.1435,0.9937,1.7089,0.9164,-0.4774,1.5394,1.4996,0.5915,0.7027,1.3136,1.8211,-0.3126,-1.8721,0.3996,1.1358,2.7817,2.3282,-0.9036,-2.0527,1.9992,0.8680,-0.2660,1.6923,0.1959,-0.0383,0.2451,-0.0155,-1.5823,-0.1756,1.0894,-1.6615,0.2567,1.5226,0.4610,-0.2770,0.6177,-1.0949,2.0904,-1.1270,0.5905,0.1129,-0.8541,1.5529,-1.4261,-1.1279,2.4452,0.0645,-0.5492
